Datum,Zeit,BEN,NO,NO2,O3,PM10,PM2.5,SO2
dd-mm-yy,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2016-10-07,21:30,,0,0,,,,
2016-10-07,22:00,0.0,,,24,7,,0.5
2016-10-07,22:30,,0,0,,,,
2016-10-07,23:00,0.0,,,25,9,,0.5
2016-10-07,23:30,,0,0,,,,
2016-10-08,00:00,0.0,,,29,2,,0.5
2016-10-08,00:30,,0,0,,,,
2016-10-08,01:00,0.0,,,24,4,,0.5
2016-10-08,01:30,,0,0,,,,
2016-10-08,02:00,0.0,,,47,6,,0.5
2016-10-08,02:30,,0,0,,,,
2016-10-08,03:00,0.0,,,57,3,,0.5
2016-10-08,03:30,,0,0,,,,
2016-10-08,04:00,0.0,,,57,2,,0.5
2016-10-08,04:30,,0,0,,,,
2016-10-08,05:00,0.0,,,57,4,,0.5
2016-10-08,05:30,,0,0,,,,
2016-10-08,06:00,0.0,,,57,6,,0.5
2016-10-08,06:30,,0,0,,,,
2016-10-08,07:00,0.0,,,60,4,,0.5
2016-10-08,07:30,,0,0,,,,
2016-10-08,08:00,0.0,,,55,3,,0.5
2016-10-08,08:30,,0,0,,,,
2016-10-08,09:00,0.0,,,58,3,,0.5
2016-10-08,09:30,,0,0,,,,
2016-10-08,10:00,0.0,,,59,3,,0.5
2016-10-08,10:30,,0,0,,,,
2016-10-08,11:00,0.0,,,58,3,,0.5
2016-10-08,11:30,,0,0,,,,
2016-10-08,12:00,0.0,,,52,0,,0.5
2016-10-08,12:30,,0,0,,,,
2016-10-08,13:00,0.0,,,44,0,,0.5
2016-10-08,13:30,,0,0,,,,
2016-10-08,14:00,0.0,,,42,1,,0.5
2016-10-08,14:30,,0,0,,,,
2016-10-08,15:00,0.0,,,43,1,,0.5
2016-10-08,15:30,,0,0,,,,
2016-10-08,16:00,0.0,,,45,2,,0.5
2016-10-08,16:30,,0,0,,,,
2016-10-08,17:00,0.0,,,51,3,,0.5
2016-10-08,17:30,,0,0,,,,
2016-10-08,18:00,0.0,,,50,1,,0.5
2016-10-08,18:30,,0,0,,,,
2016-10-08,19:00,0.0,,,48,2,,0.5
2016-10-08,19:30,,0,0,,,,
2016-10-08,20:00,0.0,,,46,2,,0.5
2016-10-08,20:30,,0,0,,,,
2016-10-08,21:00,0.0,,,45,2,,0.5
2016-10-08,21:30,,0,0,,,,
2016-10-08,22:00,0.0,,,40,1,,0.5
2016-10-08,22:30,,0,0,,,,
2016-10-08,23:00,0.0,,,39,1,,0.5
2016-10-08,23:30,,0,0,,,,
2016-10-09,00:00,0.0,,,42,0,,0.5
2016-10-09,00:30,,0,0,,,,
2016-10-09,01:00,0.0,,,35,1,,0.5
2016-10-09,01:30,,0,0,,,,
2016-10-09,02:00,0.0,,,36,1,,0.5
2016-10-09,02:30,,0,0,,,,
2016-10-09,03:00,0.0,,,35,0,,0.5
2016-10-09,03:30,,0,0,,,,
2016-10-09,04:00,0.0,,,35,1,,0.5
2016-10-09,04:30,,0,0,,,,
2016-10-09,05:00,0.0,,,41,5,,0.5
2016-10-09,05:30,,0,0,,,,
2016-10-09,06:00,0.0,,,48,4,,0.5
2016-10-09,06:30,,0,0,,,,
2016-10-09,07:00,0.0,,,53,3,,0.5
2016-10-09,07:30,,0,0,,,,
2016-10-09,08:00,0.0,,,54,4,,0.5
2016-10-09,08:30,,0,0,,,,
2016-10-09,09:00,0.0,,,53,,,0.5
2016-10-09,09:30,,0,0,,,,
2016-10-09,10:00,0.0,,,54,0,,0.5
2016-10-09,10:30,,0,0,,,,
2016-10-09,11:00,0.0,,,56,0,,0.5
2016-10-09,11:30,,0,0,,,,
2016-10-09,12:00,0.0,,,56,4,,0.5
2016-10-09,12:30,,0,0,,,,
2016-10-09,13:00,0.0,,,59,4,,0.5
2016-10-09,13:30,,0,0,,,,
2016-10-09,14:00,0.0,,,61,2,,0.5
2016-10-09,14:30,,0,0,,,,
2016-10-09,15:00,0.0,,,56,2,,2.5
2016-10-09,15:30,,0,0,,,,
2016-10-09,16:00,0.0,,,57,4,,1.4
2016-10-09,16:30,,0,0,,,,
2016-10-09,17:00,0.0,,,58,3,,1.2
2016-10-09,17:30,,0,0,,,,
2016-10-09,18:00,0.0,,,53,2,,1.2
2016-10-09,18:30,,0,0,,,,
2016-10-09,19:00,0.0,,,51,3,,1.5
2016-10-09,19:30,,0,0,,,,
