Datum,Zeit,BEN,NO,NO2,O3,PM10,PM2.5,SO2
dd-mm-yy,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2016-10-07,03:00,,1,7,,,,
2016-10-07,03:30,,0,0,0,,,
2016-10-07,04:00,,2,10,,,,
2016-10-07,04:30,,0,0,0,,,
2016-10-07,05:00,,12,16,,,,
2016-10-07,05:30,,0,0,0,,,
2016-10-07,06:00,,27,23,,,,
2016-10-07,06:30,,0,0,0,,,
2016-10-07,07:00,,57,29,,,,
2016-10-07,07:30,,0,0,0,,,
2016-10-07,08:00,,53,28,,,,
2016-10-07,08:30,,0,0,0,,,
2016-10-07,09:00,,47,26,,,,
2016-10-07,09:30,,0,0,0,,,
2016-10-07,10:00,,39,22,,,,
2016-10-07,10:30,,0,0,0,,,
2016-10-07,11:00,,40,22,,,,
2016-10-07,11:30,,0,0,0,,,
2016-10-07,12:00,,45,22,,,,
2016-10-07,12:30,,0,0,0,,,
2016-10-07,13:00,,35,20,,,,
2016-10-07,13:30,,0,0,0,,,
2016-10-07,14:00,,27,17,,,,
2016-10-07,14:30,,0,0,0,,,
2016-10-07,15:00,,35,20,,,,
2016-10-07,15:30,,0,0,0,,,
2016-10-07,16:00,,63,30,,,,
2016-10-07,16:30,,0,0,0,,,
2016-10-07,17:00,,83,34,,,,
2016-10-07,17:30,,0,0,0,,,
2016-10-07,18:00,,79,41,,,,
2016-10-07,18:30,,0,0,0,,,
2016-10-07,19:00,,60,34,,,,
2016-10-07,19:30,,0,0,0,,,
2016-10-07,20:00,,46,32,,,,
2016-10-07,20:30,,0,0,0,,,
2016-10-07,21:00,,29,27,,,,
2016-10-07,21:30,,0,0,0,,,
2016-10-07,22:00,,35,26,,,,
2016-10-07,22:30,,0,0,0,,,
2016-10-07,23:00,,21,22,,,,
2016-10-07,23:30,,0,0,0,,,
2016-10-08,00:00,,7,15,,,,
2016-10-08,00:30,,0,0,0,,,
2016-10-08,01:00,,9,13,,,,
2016-10-08,01:30,,0,0,0,,,
2016-10-08,02:00,,1,6,,,,
2016-10-08,02:30,,0,0,0,,,
2016-10-08,03:00,,2,8,,,,
2016-10-08,03:30,,0,0,0,,,
2016-10-08,04:00,,4,11,,,,
2016-10-08,04:30,,0,0,0,,,
2016-10-08,05:00,,9,17,,,,
2016-10-08,05:30,,0,0,0,,,
2016-10-08,06:00,,15,21,,,,
2016-10-08,06:30,,0,0,0,,,
2016-10-08,07:00,,16,27,,,,
2016-10-08,07:30,,0,0,0,,,
2016-10-08,08:00,,14,20,,,,
2016-10-08,08:30,,0,0,0,,,
2016-10-08,09:00,,26,28,,,,
2016-10-08,09:30,,0,0,0,,,
2016-10-08,10:00,,40,39,,,,
2016-10-08,10:30,,0,0,0,,,
2016-10-08,11:00,,49,43,,,,
2016-10-08,11:30,,0,0,0,,,
2016-10-08,12:00,,61,49,,,,
2016-10-08,12:30,,0,0,0,,,
2016-10-08,13:00,,40,34,,,,
2016-10-08,13:30,,0,0,0,,,
2016-10-08,14:00,,36,34,,,,
2016-10-08,14:30,,0,0,0,,,
2016-10-08,15:00,,40,36,,,,
2016-10-08,15:30,,0,0,0,,,
2016-10-08,16:00,,32,30,,,,
2016-10-08,16:30,,0,0,0,,,
2016-10-08,17:00,,25,25,,,,
2016-10-08,17:30,,0,0,0,,,
2016-10-08,18:00,,52,52,,,,
2016-10-08,18:30,,0,0,0,,,
2016-10-08,19:00,,60,50,,,,
2016-10-08,19:30,,0,0,0,,,
2016-10-08,20:00,,14,24,,,,
2016-10-08,20:30,,0,0,0,,,
2016-10-08,21:00,,20,33,,,,
2016-10-08,21:30,,0,0,0,,,
2016-10-08,22:00,,5,14,,,,
2016-10-08,22:30,,0,0,0,,,
2016-10-08,23:00,,5,12,,,,
2016-10-08,23:30,,0,0,0,,,
2016-10-09,00:00,,2,7,,,,
2016-10-09,00:30,,0,0,0,,,
2016-10-09,01:00,,3,7,,,,
2016-10-09,01:30,,0,0,0,,,
2016-10-09,02:00,,3,8,,,,
2016-10-09,02:30,,0,0,0,,,
2016-10-09,03:00,,1,7,,,,
2016-10-09,03:30,,0,0,0,,,
2016-10-09,04:00,,1,7,,,,
2016-10-09,04:30,,0,0,0,,,
2016-10-09,05:00,,5,12,,,,
2016-10-09,05:30,,0,0,0,,,
2016-10-09,06:00,,4,11,,,,
2016-10-09,06:30,,0,0,0,,,
2016-10-09,07:00,,6,12,,,,
2016-10-09,07:30,,0,0,0,,,
2016-10-09,08:00,,15,19,,,,
2016-10-09,08:30,,0,0,0,,,
2016-10-09,09:00,,22,24,,,,
2016-10-09,09:30,,0,0,0,,,
2016-10-09,10:00,,23,26,,,,
2016-10-09,10:30,,0,0,0,,,
2016-10-09,11:00,,34,35,,,,
2016-10-09,11:30,,0,0,0,,,
2016-10-09,12:00,,36,31,,,,
