Datum,Zeit,BEN,NO,NO2,O3,PM10_Pb,PM2.5,SO2
dd-mm-yy,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2016-09-02,12:30,,,,,,,0.0
2016-09-02,13:00,,2,18,85,,,
2016-09-02,13:30,,,,,,,0.0
2016-09-02,14:00,,2,18,96,,,
2016-09-02,14:30,,,,,,,0.0
2016-09-02,15:00,,1,13,108,,,
2016-09-02,15:30,,,,,,,0.0
2016-09-02,16:00,,1,10,117,,,
2016-09-02,16:30,,,,,,,0.0
2016-09-02,17:00,,1,8,118,,,
2016-09-02,17:30,,,,,,,0.0
2016-09-02,18:00,,1,8,113,,,
2016-09-02,18:30,,,,,,,0.0
2016-09-02,19:00,,1,17,96,,,
2016-09-02,19:30,,,,,,,0.0
2016-09-02,20:00,,3,87,25,,,
2016-09-02,20:30,,,,,,,0.0
2016-09-02,21:00,,1,65,34,,,
2016-09-02,21:30,,,,,,,0.0
2016-09-02,22:00,,1,50,37,,,
2016-09-02,22:30,,,,,,,0.0
2016-09-02,23:00,,1,31,41,,,
2016-09-02,23:30,,,,,,,0.0
2016-09-03,00:00,,1,23,39,,,
2016-09-03,00:30,,,,,,13.95,0.0
2016-09-03,01:00,,1,21,35,,,
2016-09-03,01:30,,,,,,,0.0
2016-09-03,02:00,,1,22,33,,,
2016-09-03,02:30,,,,,,,0.0
2016-09-03,03:00,,1,15,41,,,
2016-09-03,03:30,,,,,,,0.0
2016-09-03,04:00,,1,11,41,,,
2016-09-03,04:30,,,,,,,0.0
2016-09-03,05:00,,1,10,41,,,
2016-09-03,05:30,,,,,,,0.0
2016-09-03,06:00,,1,12,36,,,
2016-09-03,06:30,,,,,,,0.0
2016-09-03,07:00,,1,17,28,,,
2016-09-03,07:30,,,,,,,0.0
2016-09-03,08:00,,2,19,27,,,
2016-09-03,08:30,,,,,,,0.0
2016-09-03,09:00,,5,25,30,,,
2016-09-03,09:30,,,,,,,0.0
2016-09-03,10:00,,3,21,50,,,
2016-09-03,10:30,,,,,,,0.0
2016-09-03,11:00,,1,11,85,,,
2016-09-03,11:30,,,,,,,0.0
2016-09-03,12:00,,1,9,97,,,
2016-09-03,12:30,,,,,,,0.0
2016-09-03,13:00,,1,7,112,,,
2016-09-03,13:30,,,,,,,0.0
2016-09-03,14:00,,1,5,118,,,
2016-09-03,14:30,,,,,,,0.0
2016-09-03,15:00,,1,5,115,,,
2016-09-03,15:30,,,,,,,0.0
2016-09-03,16:00,,1,5,116,,,
2016-09-03,16:30,,,,,,,0.0
2016-09-03,17:00,,1,5,120,,,
2016-09-03,17:30,,,,,,,0.0
2016-09-03,18:00,,1,6,115,,,
2016-09-03,18:30,,,,,,,0.0
2016-09-03,19:00,,1,18,94,,,
2016-09-03,19:30,,,,,,,0.0
2016-09-03,20:00,,1,38,62,,,
2016-09-03,20:30,,,,,,,0.0
2016-09-03,21:00,,2,56,39,,,
2016-09-03,21:30,,,,,,,0.0
2016-09-03,22:00,,1,53,27,,,
2016-09-03,22:30,,,,,,,0.0
2016-09-03,23:00,,1,33,37,,,
2016-09-03,23:30,,,,,,,0.0
2016-09-04,00:00,,1,27,39,,,
2016-09-04,00:30,,,,,,6.92,0.0
2016-09-04,01:00,,1,16,49,,,
2016-09-04,01:30,,,,,,,0.0
2016-09-04,02:00,,1,14,44,,,
2016-09-04,02:30,,,,,,,0.0
2016-09-04,03:00,,1,12,40,,,
2016-09-04,03:30,,,,,,,0.0
2016-09-04,04:00,,1,10,40,,,
2016-09-04,04:30,,,,,,,0.0
2016-09-04,05:00,,1,9,41,,,
2016-09-04,05:30,,,,,,,0.0
2016-09-04,06:00,,1,12,40,,,
2016-09-04,06:30,,,,,,,0.0
2016-09-04,07:00,,1,14,50,,,
2016-09-04,07:30,,,,,,,0.0
2016-09-04,08:00,,1,11,65,,,
2016-09-04,08:30,,,,,,,0.0
2016-09-04,09:00,,1,6,97,,,
2016-09-04,09:30,,,,,,,0.0
2016-09-04,10:00,,1,4,100,,,
2016-09-04,10:30,,,,,,,0.0
2016-09-04,11:00,,1,3,98,,,
2016-09-04,11:30,,,,,,,0.0
2016-09-04,12:00,,1,4,90,,,
2016-09-04,12:30,,,,,,,0.0
2016-09-04,13:00,,1,3,85,,,
2016-09-04,13:30,,,,,,,0.0
2016-09-04,14:00,,1,5,61,,,
2016-09-04,14:30,,,,,,,0.0
2016-09-04,15:00,,1,8,50,,,
2016-09-04,15:30,,,,,,,0.0
2016-09-04,16:00,,1,8,54,,,
2016-09-04,16:30,,,,,,,0.0
2016-09-04,17:00,,1,6,63,,,
2016-09-04,17:30,,,,,,,0.0
2016-09-04,18:00,,1,7,64,,,
2016-09-04,18:30,,,,,,,0.0
2016-09-04,19:00,,1,8,59,,,
2016-09-04,19:30,,,,,,,0.0
2016-09-04,20:00,,1,3,65,,,
2016-09-04,20:30,,,,,,,0.0
2016-09-04,21:00,,1,1,72,,,
2016-09-04,21:30,,,,,,,0.0
2016-09-04,22:00,,1,3,64,,,
2016-09-04,22:30,,,,,,,0.0
2016-09-04,23:00,,1,5,52,,,
2016-09-04,23:30,,,,,,,0.0
2016-09-05,00:00,,1,3,49,,,
2016-09-05,00:30,,,,,,4.41,0.0
2016-09-05,01:00,,1,4,47,,,
2016-09-05,01:30,,,,,,,0.0
2016-09-05,02:00,,1,4,44,,,
2016-09-05,02:30,,,,,,,0.0
2016-09-05,03:00,,1,6,45,,,
2016-09-05,03:30,,,,,,,0.0
2016-09-05,04:00,,1,5,44,,,
2016-09-05,04:30,,,,,,,0.0
2016-09-05,05:00,,1,5,41,,,
2016-09-05,05:30,,,,,,,0.0
2016-09-05,06:00,,1,9,37,,,
2016-09-05,06:30,,,,,,,0.0
2016-09-05,07:00,,1,12,36,,,
2016-09-05,07:30,,,,,,,0.0
2016-09-05,08:00,,2,13,37,,,
2016-09-05,08:30,,,,,,,0.0
2016-09-05,09:00,,1,14,33,,,
2016-09-05,09:30,,,,,,,0.0
2016-09-05,10:00,,2,13,35,,,
2016-09-05,10:30,,,,,,,0.0
2016-09-05,11:00,,4,13,34,,,
2016-09-05,11:30,,,,,,,0.0
2016-09-05,12:00,,2,10,40,,,
2016-09-05,12:30,,,,,,,0.0
2016-09-05,13:00,,2,11,39,,,
2016-09-05,13:30,,,,,,,0.0
2016-09-05,14:00,,3,11,45,,,
2016-09-05,14:30,,,,,,,0.0
2016-09-05,15:00,,2,10,54,,,
2016-09-05,15:30,,,,,,,0.0
2016-09-05,16:00,,1,10,56,,,
2016-09-05,16:30,,,,,,,0.0
2016-09-05,17:00,,1,11,53,,,
2016-09-05,17:30,,,,,,,0.0
2016-09-05,18:00,,1,20,37,,,
2016-09-05,18:30,,,,,,,0.0
2016-09-05,19:00,,1,27,24,,,
2016-09-05,19:30,,,,,,,0.0
2016-09-05,20:00,,1,16,35,,,
2016-09-05,20:30,,,,,,,0.0
2016-09-05,21:00,,1,11,45,,,
2016-09-05,21:30,,,,,,,0.0
2016-09-05,22:00,,1,9,43,,,
2016-09-05,22:30,,,,,,,0.0
2016-09-05,23:00,,1,9,38,,,
2016-09-05,23:30,,,,,,,0.0
2016-09-06,00:00,,1,10,32,,,
2016-09-06,00:30,,,,,,7.08,0.0
2016-09-06,01:00,,1,9,24,,,
2016-09-06,01:30,,,,,,,0.0
2016-09-06,02:00,,1,9,15,,,
2016-09-06,02:30,,,,,,,0.0
2016-09-06,03:00,,1,12,9,,,
2016-09-06,03:30,,,,,,,0.0
2016-09-06,04:00,,1,15,17,,,
2016-09-06,04:30,,,,,,,0.0
2016-09-06,05:00,,1,12,24,,,
2016-09-06,05:30,,,,,,,0.0
2016-09-06,06:00,,1,14,26,,,
2016-09-06,06:30,,,,,,,0.0
2016-09-06,07:00,,1,15,27,,,
2016-09-06,07:30,,,,,,,0.0
2016-09-06,08:00,,3,18,24,,,
2016-09-06,08:30,,,,,,,0.0
2016-09-06,09:00,,5,18,22,,,
2016-09-06,09:30,,,,,,,0.0
2016-09-06,10:00,,5,16,26,,,
2016-09-06,10:30,,,,,,,0.0
2016-09-06,11:00,,4,12,35,,,
2016-09-06,11:30,,,,,,,0.0
2016-09-06,12:00,,2,7,48,,,
2016-09-06,12:30,,,,,,,0.0
2016-09-06,13:00,,3,9,49,,,
2016-09-06,13:30,,,,,,,0.0
2016-09-06,14:00,,1,7,57,,,
2016-09-06,14:30,,,,,,,0.0
2016-09-06,15:00,,1,8,61,,,
2016-09-06,15:30,,,,,,,0.0
2016-09-06,16:00,,1,12,57,,,
2016-09-06,16:30,,,,,,,0.0
2016-09-06,17:00,,1,11,58,,,
2016-09-06,17:30,,,,,,,0.0
2016-09-06,18:00,,1,12,57,,,
2016-09-06,18:30,,,,,,,0.0
2016-09-06,19:00,,1,17,47,,,
2016-09-06,19:30,,,,,,,0.0
2016-09-06,20:00,,2,37,18,,,
2016-09-06,20:30,,,,,,,0.0
2016-09-06,21:00,,8,44,2,,,
2016-09-06,21:30,,,,,,,0.0
2016-09-06,22:00,,7,35,1,,,
2016-09-06,22:30,,,,,,,0.0
2016-09-06,23:00,,8,31,1,,,
2016-09-06,23:30,,,,,,,0.0
2016-09-07,00:00,,1,21,8,,,
2016-09-07,00:30,,,,,,11.15,0.0
2016-09-07,01:00,,2,20,2,,,
2016-09-07,01:30,,,,,,,0.0
2016-09-07,02:00,,2,16,4,,,
2016-09-07,02:30,,,,,,,0.0
2016-09-07,03:00,,1,15,2,,,
2016-09-07,03:30,,,,,,,0.0
2016-09-07,04:00,,4,13,1,,,
2016-09-07,04:30,,,,,,,0.0
2016-09-07,05:00,,9,13,1,,,
2016-09-07,05:30,,,,,,,0.0
2016-09-07,06:00,,19,13,1,,,
2016-09-07,06:30,,,,,,,0.0
2016-09-07,07:00,,35,17,2,,,
2016-09-07,07:30,,,,,,,0.0
2016-09-07,08:00,,28,21,4,,,
2016-09-07,08:30,,,,,,,0.0
2016-09-07,09:00,,12,21,12,,,
2016-09-07,09:30,,,,,,,0.0
2016-09-07,10:00,,6,19,28,,,
2016-09-07,10:30,,,,,,,0.0
2016-09-07,11:00,,3,12,55,,,
2016-09-07,11:30,,,,,,,0.0
2016-09-07,12:00,,1,6,81,,,
2016-09-07,12:30,,,,,,,0.0
2016-09-07,13:00,,5,7,87,,,
2016-09-07,13:30,,,,,,,0.0
2016-09-07,14:00,,3,8,92,,,
2016-09-07,14:30,,,,,,,0.0
2016-09-07,15:00,,1,6,98,,,
2016-09-07,15:30,,,,,,,0.0
2016-09-07,16:00,,1,9,98,,,
2016-09-07,16:30,,,,,,,0.0
2016-09-07,17:00,,1,9,95,,,
2016-09-07,17:30,,,,,,,0.0
2016-09-07,18:00,,1,18,78,,,
2016-09-07,18:30,,,,,,,0.0
2016-09-07,19:00,,1,21,61,,,
2016-09-07,19:30,,,,,,,0.0
2016-09-07,20:00,,17,66,17,,,
2016-09-07,20:30,,,,,,,0.0
2016-09-07,21:00,,27,76,1,,,
2016-09-07,21:30,,,,,,,0.0
2016-09-07,22:00,,17,62,1,,,
2016-09-07,22:30,,,,,,,0.0
2016-09-07,23:00,,7,48,2,,,
2016-09-07,23:30,,,,,,,0.0
2016-09-08,00:00,,2,32,6,,,
2016-09-08,00:30,,,,,,16.66,0.0
2016-09-08,01:00,,1,20,15,,,
2016-09-08,01:30,,,,,,,0.0
2016-09-08,02:00,,1,7,35,,,
2016-09-08,02:30,,,,,,,0.0
2016-09-08,03:00,,1,7,36,,,
2016-09-08,03:30,,,,,,,0.0
2016-09-08,04:00,,1,8,41,,,
2016-09-08,04:30,,,,,,,0.0
2016-09-08,05:00,,1,13,39,,,
2016-09-08,05:30,,,,,,,0.0
2016-09-08,06:00,,1,20,27,,,
2016-09-08,06:30,,,,,,,0.0
2016-09-08,07:00,,6,32,15,,,
2016-09-08,07:30,,,,,,,0.0
2016-09-08,08:00,,5,29,25,,,
2016-09-08,08:30,,,,,,,0.0
2016-09-08,09:00,,6,25,34,,,
2016-09-08,09:30,,,,,,,0.0
2016-09-08,10:00,,3,18,58,,,
2016-09-08,10:30,,,,,,,0.0
2016-09-08,11:00,,1,9,90,,,
2016-09-08,11:30,,,,,,,0.0
2016-09-08,12:00,,1,8,103,,,
2016-09-08,12:30,,,,,,,0.0
2016-09-08,13:00,,1,8,109,,,
2016-09-08,13:30,,,,,,,0.0
2016-09-08,14:00,,1,8,117,,,
2016-09-08,14:30,,,,,,,0.0
2016-09-08,15:00,,1,11,124,,,
2016-09-08,15:30,,,,,,,0.0
2016-09-08,16:00,,1,12,119,,,
2016-09-08,16:30,,,,,,,0.0
2016-09-08,17:00,,1,18,107,,,
2016-09-08,17:30,,,,,,,0.0
2016-09-08,18:00,,1,32,77,,,
2016-09-08,18:30,,,,,,,0.0
2016-09-08,19:00,,25,98,15,,,
2016-09-08,19:30,,,,,,,0.0
2016-09-08,20:00,,37,104,3,,,
2016-09-08,20:30,,,,,,,0.0
2016-09-08,21:00,,2,63,17,,,
2016-09-08,21:30,,,,,,,0.0
2016-09-08,22:00,,1,45,19,,,
2016-09-08,22:30,,,,,,,0.0
2016-09-08,23:00,,1,29,26,,,
2016-09-08,23:30,,,,,,,0.0
2016-09-09,00:00,,1,18,31,,,
2016-09-09,00:30,,,,,,17.45,0.0
2016-09-09,01:00,,1,16,33,,,
2016-09-09,01:30,,,,,,,0.0
2016-09-09,02:00,,1,14,35,,,
2016-09-09,02:30,,,,,,,0.0
2016-09-09,03:00,,1,13,35,,,
2016-09-09,03:30,,,,,,,0.0
2016-09-09,04:00,,1,12,33,,,
2016-09-09,04:30,,,,,,,0.0
2016-09-09,05:00,,1,18,26,,,
2016-09-09,05:30,,,,,,,0.0
2016-09-09,06:00,,1,23,28,,,
2016-09-09,06:30,,,,,,,0.0
2016-09-09,07:00,,7,36,16,,,
2016-09-09,07:30,,,,,,,0.0
2016-09-09,08:00,,13,39,15,,,
2016-09-09,08:30,,,,,,,0.0
2016-09-09,09:00,,12,39,24,,,
2016-09-09,09:30,,,,,,,0.0
2016-09-09,10:00,,2,20,75,,,
2016-09-09,10:30,,,,,,,0.0
2016-09-09,11:00,,2,21,82,,,
2016-09-09,11:30,,,,,,,0.0
2016-09-09,12:00,,2,17,98,,,
2016-09-09,12:30,,,,,,,0.0
2016-09-09,13:00,,1,11,133,,,
2016-09-09,13:30,,,,,,,0.0
2016-09-09,14:00,,1,9,145,,,
2016-09-09,14:30,,,,,,,0.0
2016-09-09,15:00,,1,8,149,,,
2016-09-09,15:30,,,,,,,0.0
2016-09-09,16:00,,1,9,147,,,
2016-09-09,16:30,,,,,,,0.0
2016-09-09,17:00,,1,9,145,,,
2016-09-09,17:30,,,,,,,0.0
2016-09-09,18:00,,1,17,129,,,
2016-09-09,18:30,,,,,,,0.0
2016-09-09,19:00,,1,35,101,,,
2016-09-09,19:30,,,,,,,0.0
2016-09-09,20:00,,1,62,54,,,
2016-09-09,20:30,,,,,,,0.0
2016-09-09,21:00,,1,44,53,,,
2016-09-09,21:30,,,,,,,0.0
2016-09-09,22:00,,1,35,48,,,
2016-09-09,22:30,,,,,,,0.0
2016-09-09,23:00,,1,42,28,,,
2016-09-09,23:30,,,,,,,0.0
2016-09-10,00:00,,1,36,24,,,
2016-09-10,00:30,,,,,,18.32,0.0
2016-09-10,01:00,,1,22,32,,,
2016-09-10,01:30,,,,,,,0.0
2016-09-10,02:00,,1,26,22,,,
2016-09-10,02:30,,,,,,,0.0
2016-09-10,03:00,,1,22,18,,,
2016-09-10,03:30,,,,,,,0.0
2016-09-10,04:00,,2,26,6,,,
2016-09-10,04:30,,,,,,,0.0
2016-09-10,05:00,,2,28,4,,,
2016-09-10,05:30,,,,,,,0.0
2016-09-10,06:00,,2,23,7,,,
2016-09-10,06:30,,,,,,,0.0
2016-09-10,07:00,,4,20,10,,,
2016-09-10,07:30,,,,,,,0.0
2016-09-10,08:00,,5,19,19,,,
2016-09-10,08:30,,,,,,,0.0
2016-09-10,09:00,,6,22,31,,,
2016-09-10,09:30,,,,,,,0.0
2016-09-10,10:00,,2,17,67,,,
2016-09-10,10:30,,,,,,,0.0
2016-09-10,11:00,,1,9,107,,,
2016-09-10,11:30,,,,,,,0.0
2016-09-10,12:00,,1,6,129,,,
2016-09-10,12:30,,,,,,,0.0
2016-09-10,13:00,,1,4,138,,,
2016-09-10,13:30,,,,,,,0.0
2016-09-10,14:00,,1,4,138,,,
2016-09-10,14:30,,,,,,,0.0
2016-09-10,15:00,,1,4,140,,,
2016-09-10,15:30,,,,,,,0.0
2016-09-10,16:00,,1,4,140,,,
2016-09-10,16:30,,,,,,,0.0
2016-09-10,17:00,,1,7,131,,,
2016-09-10,17:30,,,,,,,0.0
2016-09-10,18:00,,1,9,128,,,
2016-09-10,18:30,,,,,,,0.0
2016-09-10,19:00,,1,15,107,,,
2016-09-10,19:30,,,,,,,0.0
2016-09-10,20:00,,1,19,88,,,
2016-09-10,20:30,,,,,,,0.0
2016-09-10,21:00,,1,25,66,,,
2016-09-10,21:30,,,,,,,0.0
2016-09-10,22:00,,1,19,64,,,
2016-09-10,22:30,,,,,,,0.0
2016-09-10,23:00,,1,25,47,,,
2016-09-10,23:30,,,,,,,0.0
2016-09-11,00:00,,1,35,26,,,
2016-09-11,00:30,,,,,,19.97,0.0
2016-09-11,01:00,,1,23,32,,,
2016-09-11,01:30,,,,,,,0.0
2016-09-11,02:00,,1,11,47,,,
2016-09-11,02:30,,,,,,,0.0
2016-09-11,03:00,,1,7,59,,,
2016-09-11,03:30,,,,,,,0.0
2016-09-11,04:00,,1,7,55,,,
2016-09-11,04:30,,,,,,,0.0
2016-09-11,05:00,,1,7,52,,,
2016-09-11,05:30,,,,,,,0.0
2016-09-11,06:00,,1,7,53,,,
2016-09-11,06:30,,,,,,,0.0
2016-09-11,07:00,,1,9,47,,,
2016-09-11,07:30,,,,,,,0.0
2016-09-11,08:00,,1,8,60,,,
2016-09-11,08:30,,,,,,,0.0
2016-09-11,09:00,,1,9,68,,,
2016-09-11,09:30,,,,,,,0.0
2016-09-11,10:00,,1,10,80,,,
2016-09-11,10:30,,,,,,,0.0
2016-09-11,11:00,,1,12,101,,,
2016-09-11,11:30,,,,,,,0.0
2016-09-11,12:00,,1,9,130,,,
2016-09-11,12:30,,,,,,,0.0
2016-09-11,13:00,,1,5,147,,,
2016-09-11,13:30,,,,,,,0.0
2016-09-11,14:00,,1,5,152,,,
2016-09-11,14:30,,,,,,,0.0
2016-09-11,15:00,,1,4,156,,,
2016-09-11,15:30,,,,,,,0.0
2016-09-11,16:00,,1,4,156,,,
2016-09-11,16:30,,,,,,,0.0
2016-09-11,17:00,,1,5,153,,,
2016-09-11,17:30,,,,,,,0.0
2016-09-11,18:00,,1,11,134,,,
2016-09-11,18:30,,,,,,,0.0
2016-09-11,19:00,,1,36,100,,,
2016-09-11,19:30,,,,,,,0.0
2016-09-11,20:00,,1,46,67,,,
2016-09-11,20:30,,,,,,,0.0
2016-09-11,21:00,,1,40,50,,,
2016-09-11,21:30,,,,,,,0.0
2016-09-11,22:00,,1,43,41,,,
2016-09-11,22:30,,,,,,,0.0
2016-09-11,23:00,,1,33,40,,,
2016-09-11,23:30,,,,,,,0.0
2016-09-12,00:00,,1,28,34,,,
2016-09-12,00:30,,,,,,17.57,0.0
2016-09-12,01:00,,1,23,30,,,
2016-09-12,01:30,,,,,,,0.0
2016-09-12,02:00,,1,20,33,,,
2016-09-12,02:30,,,,,,,0.0
2016-09-12,03:00,,1,17,32,,,
2016-09-12,03:30,,,,,,,0.0
2016-09-12,04:00,,1,18,30,,,
2016-09-12,04:30,,,,,,,0.0
2016-09-12,05:00,,1,24,23,,,
2016-09-12,05:30,,,,,,,0.0
2016-09-12,06:00,,1,32,20,,,
2016-09-12,06:30,,,,,,,0.0
2016-09-12,07:00,,5,41,14,,,
2016-09-12,07:30,,,,,,,0.0
2016-09-12,08:00,,11,45,15,,,
2016-09-12,08:30,,,,,,,0.0
2016-09-12,09:00,,9,40,31,,,
2016-09-12,09:30,,,,,,,0.0
2016-09-12,10:00,,3,22,66,,,
2016-09-12,10:30,,,,,,,0.0
2016-09-12,11:00,,2,16,88,,,
2016-09-12,11:30,,,,,,,0.0
2016-09-12,12:00,,1,13,105,,,
2016-09-12,12:30,,,,,,,0.0
2016-09-12,13:00,,3,7,122,,,
2016-09-12,13:30,,,,,,,0.0
2016-09-12,14:00,,1,6,130,,,
2016-09-12,14:30,,,,,,,0.0
2016-09-12,15:00,,1,8,130,,,
2016-09-12,15:30,,,,,,,0.0
2016-09-12,16:00,,1,7,134,,,
2016-09-12,16:30,,,,,,,0.0
2016-09-12,17:00,,1,9,130,,,
2016-09-12,17:30,,,,,,,0.0
2016-09-12,18:00,,1,32,90,,,
2016-09-12,18:30,,,,,,,0.0
2016-09-12,19:00,,1,61,59,,,
2016-09-12,19:30,,,,,,,0.0
2016-09-12,20:00,,5,111,8,,,
2016-09-12,20:30,,,,,,,0.0
2016-09-12,21:00,,15,91,5,,,
2016-09-12,21:30,,,,,,,0.0
2016-09-12,22:00,,3,77,6,,,
2016-09-12,22:30,,,,,,,0.0
2016-09-12,23:00,,5,65,5,,,
2016-09-12,23:30,,,,,,,0.0
2016-09-13,00:00,,1,44,11,,,
2016-09-13,00:30,,,,,,21.44,0.0
2016-09-13,01:00,,1,29,20,,,
2016-09-13,01:30,,,,,,,0.0
2016-09-13,02:00,,1,25,15,,,
2016-09-13,02:30,,,,,,,0.0
2016-09-13,03:00,,1,24,11,,,
2016-09-13,03:30,,,,,,,0.0
2016-09-13,04:00,,1,24,10,,,
2016-09-13,04:30,,,,,,,0.0
2016-09-13,05:00,,1,20,15,,,
2016-09-13,05:30,,,,,,,0.0
2016-09-13,06:00,,1,28,10,,,
2016-09-13,06:30,,,,,,,0.0
2016-09-13,07:00,,13,42,4,,,
2016-09-13,07:30,,,,,,,0.0
2016-09-13,08:00,,30,57,9,,,
2016-09-13,08:30,,,,,,,0.0
2016-09-13,09:00,,5,33,50,,,
2016-09-13,09:30,,,,,,,0.0
2016-09-13,10:00,,1,20,76,,,
2016-09-13,10:30,,,,,,,0.0
2016-09-13,11:00,,1,14,104,,,
2016-09-13,11:30,,,,,,,0.0
2016-09-13,12:00,,1,10,124,,,
2016-09-13,12:30,,,,,,,0.0
2016-09-13,13:00,,1,7,131,,,
2016-09-13,13:30,,,,,,,0.0
2016-09-13,14:00,,1,6,131,,,
2016-09-13,14:30,,,,,,,0.0
2016-09-13,15:00,,1,7,131,,,
2016-09-13,15:30,,,,,,,0.0
2016-09-13,16:00,,1,11,125,,,
2016-09-13,16:30,,,,,,,0.0
2016-09-13,17:00,,1,13,124,,,
2016-09-13,17:30,,,,,,,0.0
2016-09-13,18:00,,1,19,114,,,
2016-09-13,18:30,,,,,,,0.0
2016-09-13,19:00,,1,29,90,,,
2016-09-13,19:30,,,,,,,0.0
2016-09-13,20:00,,1,28,81,,,
2016-09-13,20:30,,,,,,,0.0
2016-09-13,21:00,,1,21,81,,,
2016-09-13,21:30,,,,,,,0.0
2016-09-13,22:00,,1,46,46,,,
2016-09-13,22:30,,,,,,,0.0
2016-09-13,23:00,,1,53,25,,,
2016-09-13,23:30,,,,,,,0.0
2016-09-14,00:00,,1,48,19,,,
2016-09-14,00:30,,,,,,20.77,0.0
2016-09-14,01:00,,1,39,18,,,
2016-09-14,01:30,,,,,,,0.0
2016-09-14,02:00,,1,28,23,,,
2016-09-14,02:30,,,,,,,0.0
2016-09-14,03:00,,1,25,22,,,
2016-09-14,03:30,,,,,,,0.0
2016-09-14,04:00,,1,21,20,,,
2016-09-14,04:30,,,,,,,0.0
2016-09-14,05:00,,1,24,16,,,
2016-09-14,05:30,,,,,,,0.0
2016-09-14,06:00,,9,37,5,,,
2016-09-14,06:30,,,,,,,0.0
2016-09-14,07:00,,18,48,4,,,
2016-09-14,07:30,,,,,,,0.0
2016-09-14,08:00,,26,57,9,,,
2016-09-14,08:30,,,,,,,0.0
2016-09-14,09:00,,5,38,48,,,
2016-09-14,09:30,,,,,,,0.0
2016-09-14,10:00,,53,59,77,,,
2016-09-14,10:30,,,,,,,0.0
2016-09-14,11:00,,41,52,106,,,
2016-09-14,11:30,,,,,,,0.0
2016-09-14,12:00,,50,57,123,,,
2016-09-14,12:30,,,,,,,0.0
2016-09-14,13:00,,56,58,131,,,
2016-09-14,13:30,,,,,,,0.0
2016-09-14,14:00,,39,51,135,,,
2016-09-14,14:30,,,,,,,0.0
2016-09-14,15:00,,59,74,140,,,
2016-09-14,15:30,,,,,,,0.0
2016-09-14,16:00,,41,60,140,,,
2016-09-14,16:30,,,,,,,0.0
2016-09-14,17:00,,33,42,134,,,
2016-09-14,17:30,,,,,,,0.0
2016-09-14,18:00,,14,28,117,,,
2016-09-14,18:30,,,,,,,0.0
2016-09-14,19:00,,13,30,108,,,
2016-09-14,19:30,,,,,,,0.0
2016-09-14,20:00,,18,37,96,,,
2016-09-14,20:30,,,,,,,0.0
2016-09-14,21:00,,27,58,84,,,
2016-09-14,21:30,,,,,,,0.0
2016-09-14,22:00,,32,91,72,,,
2016-09-14,22:30,,,,,,,0.0
2016-09-14,23:00,,34,79,35,,,
2016-09-14,23:30,,,,,,,0.0
2016-09-15,00:00,,12,36,29,,,
2016-09-15,00:30,,,,,,9.11,0.0
2016-09-15,01:00,,1,28,34,,,
2016-09-15,01:30,,,,,,,0.0
2016-09-15,02:00,,1,24,34,,,
2016-09-15,02:30,,,,,,,0.0
2016-09-15,03:00,,1,21,36,,,
2016-09-15,03:30,,,,,,,0.0
2016-09-15,04:00,,1,31,22,,,
2016-09-15,04:30,,,,,,,0.0
2016-09-15,05:00,,2,40,18,,,
2016-09-15,05:30,,,,,,,0.0
2016-09-15,06:00,,1,27,39,,,
2016-09-15,06:30,,,,,,,0.0
2016-09-15,07:00,,6,49,20,,,
2016-09-15,07:30,,,,,,,0.0
2016-09-15,08:00,,5,39,32,,,
2016-09-15,08:30,,,,,,,0.0
2016-09-15,09:00,,75,63,41,,,
2016-09-15,09:30,,,,,,,0.0
2016-09-15,10:00,,29,36,73,,,
2016-09-15,10:30,,,,,,,0.0
2016-09-15,11:00,,23,27,89,,,
2016-09-15,11:30,,,,,,,0.0
2016-09-15,12:00,,35,34,88,,,
2016-09-15,12:30,,,,,,,0.0
2016-09-15,13:00,,42,40,90,,,
2016-09-15,13:30,,,,,,,0.0
2016-09-15,14:00,,1,8,109,,,
2016-09-15,14:30,,,,,,,0.0
2016-09-15,15:00,,1,9,112,,,
2016-09-15,15:30,,,,,,,0.0
2016-09-15,16:00,,1,11,113,,,
2016-09-15,16:30,,,,,,,0.0
2016-09-15,17:00,,1,11,115,,,
2016-09-15,17:30,,,,,,,0.0
2016-09-15,18:00,,1,16,106,,,
2016-09-15,18:30,,,,,,,0.0
2016-09-15,19:00,,1,19,93,,,
2016-09-15,19:30,,,,,,,0.0
2016-09-15,20:00,,1,15,91,,,
2016-09-15,20:30,,,,,,,0.0
2016-09-15,21:00,,1,18,80,,,
2016-09-15,21:30,,,,,,,0.0
2016-09-15,22:00,,1,26,62,,,
2016-09-15,22:30,,,,,,,0.0
2016-09-15,23:00,,1,26,55,,,
2016-09-15,23:30,,,,,,,0.0
2016-09-16,00:00,,1,14,66,,,
2016-09-16,00:30,,,,,,17.07,0.0
2016-09-16,01:00,,1,10,72,,,
2016-09-16,01:30,,,,,,,0.0
2016-09-16,02:00,,1,9,71,,,
2016-09-16,02:30,,,,,,,0.0
2016-09-16,03:00,,1,9,67,,,
2016-09-16,03:30,,,,,,,0.0
2016-09-16,04:00,,1,9,68,,,
2016-09-16,04:30,,,,,,,0.0
2016-09-16,05:00,,1,10,70,,,
2016-09-16,05:30,,,,,,,0.0
2016-09-16,06:00,,1,24,49,,,
