Datum,Zeit,BEN,NO,NO2,O3,PM10_Pb,PM2.5,SO2
dd-mm-yy,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2016-10-13,19:30,,,,,,,0.0
2016-10-13,20:00,,1,12,22,,,
2016-10-13,20:30,,,,,,,0.0
2016-10-13,21:00,,1,10,24,,,
2016-10-13,21:30,,,,,,,0.0
2016-10-13,22:00,,1,10,23,,,
2016-10-13,22:30,,,,,,,0.0
2016-10-13,23:00,,1,8,24,,,
2016-10-13,23:30,,,,,,,0.0
2016-10-14,00:00,,1,8,24,,,
2016-10-14,00:30,,,,,,,0.0
2016-10-14,01:00,,1,8,21,,,
2016-10-14,01:30,,,,,,,0.0
2016-10-14,02:00,,1,7,21,,,
2016-10-14,02:30,,,,,,,0.0
2016-10-14,03:00,,1,7,20,,,
2016-10-14,03:30,,,,,,,0.0
2016-10-14,04:00,,1,9,17,,,
2016-10-14,04:30,,,,,,,0.0
2016-10-14,05:00,,1,12,13,,,
2016-10-14,05:30,,,,,,,0.0
2016-10-14,06:00,,4,20,7,,,
2016-10-14,06:30,,,,,,,0.0
2016-10-14,07:00,,2,17,21,,,
2016-10-14,07:30,,,,,,,0.0
2016-10-14,08:00,,3,18,20,,,
2016-10-14,08:30,,,,,,,0.0
2016-10-14,09:00,,2,15,24,,,
2016-10-14,09:30,,,,,,,0.0
2016-10-14,10:00,,2,16,25,,,
2016-10-14,10:30,,,,,,,0.0
2016-10-14,11:00,,3,17,27,,,
2016-10-14,11:30,,,,,,,0.0
2016-10-14,12:00,,4,14,34,,,
2016-10-14,12:30,,,,,,,0.0
2016-10-14,13:00,,2,13,37,,,
2016-10-14,13:30,,,,,,,0.0
2016-10-14,14:00,,2,13,38,,,
2016-10-14,14:30,,,,,,,0.0
2016-10-14,15:00,,1,13,40,,,
2016-10-14,15:30,,,,,,,0.0
2016-10-14,16:00,,1,14,41,,,
2016-10-14,16:30,,,,,,,0.0
2016-10-14,17:00,,1,15,41,,,
2016-10-14,17:30,,,,,,,0.0
2016-10-14,18:00,,1,15,41,,,
2016-10-14,18:30,,,,,,,0.0
2016-10-14,19:00,,1,13,41,,,
2016-10-14,19:30,,,,,,,0.0
2016-10-14,20:00,,1,11,43,,,
2016-10-14,20:30,,,,,,,0.0
2016-10-14,21:00,,3,10,43,,,
2016-10-14,21:30,,,,,,,0.0
2016-10-14,22:00,,1,9,44,,,
2016-10-14,22:30,,,,,,,0.0
2016-10-14,23:00,,1,9,43,,,
2016-10-14,23:30,,,,,,,0.0
2016-10-15,00:00,,1,8,43,,,
2016-10-15,00:30,,,,,,,0.0
2016-10-15,01:00,,1,8,42,,,
2016-10-15,01:30,,,,,,,0.0
2016-10-15,02:00,,1,7,42,,,
2016-10-15,02:30,,,,,,,0.0
2016-10-15,03:00,,1,7,42,,,
2016-10-15,03:30,,,,,,,0.0
2016-10-15,04:00,,1,7,42,,,
2016-10-15,04:30,,,,,,,0.0
2016-10-15,05:00,,1,7,41,,,
2016-10-15,05:30,,,,,,,0.0
2016-10-15,06:00,,1,9,38,,,
2016-10-15,06:30,,,,,,,0.0
2016-10-15,07:00,,1,11,35,,,
2016-10-15,07:30,,,,,,,0.0
2016-10-15,08:00,,1,19,23,,,
2016-10-15,08:30,,,,,,,0.0
2016-10-15,09:00,,6,28,13,,,
2016-10-15,09:30,,,,,,,0.0
2016-10-15,10:00,,2,19,27,,,
2016-10-15,10:30,,,,,,,0.0
2016-10-15,11:00,,4,24,22,,,
2016-10-15,11:30,,,,,,,0.0
2016-10-15,12:00,,4,23,23,,,
2016-10-15,12:30,,,,,,,0.0
2016-10-15,13:00,,4,20,24,,,
2016-10-15,13:30,,,,,,,0.0
2016-10-15,14:00,,4,19,23,,,
2016-10-15,14:30,,,,,,,0.0
2016-10-15,15:00,,4,24,17,,,
2016-10-15,15:30,,,,,,,0.0
2016-10-15,16:00,,7,32,9,,,
2016-10-15,16:30,,,,,,,0.0
2016-10-15,17:00,,6,31,10,,,
2016-10-15,17:30,,,,,,,0.0
2016-10-15,18:00,,9,37,3,,,
2016-10-15,18:30,,,,,,,0.0
2016-10-15,19:00,,3,29,7,,,
2016-10-15,19:30,,,,,,,0.0
2016-10-15,20:00,,2,25,10,,,
2016-10-15,20:30,,,,,,,0.0
2016-10-15,21:00,,2,28,6,,,
2016-10-15,21:30,,,,,,,0.0
2016-10-15,22:00,,3,29,3,,,
2016-10-15,22:30,,,,,,,0.0
2016-10-15,23:00,,3,29,3,,,
2016-10-15,23:30,,,,,,,0.0
2016-10-16,00:00,,4,27,2,,,
2016-10-16,00:30,,,,,,,0.0
2016-10-16,01:00,,7,26,1,,,
2016-10-16,01:30,,,,,,,0.0
2016-10-16,02:00,,12,24,1,,,
2016-10-16,02:30,,,,,,,0.0
2016-10-16,03:00,,13,22,1,,,
2016-10-16,03:30,,,,,,,0.0
2016-10-16,04:00,,10,21,1,,,
2016-10-16,04:30,,,,,,,0.0
2016-10-16,05:00,,12,18,1,,,
2016-10-16,05:30,,,,,,,0.0
2016-10-16,06:00,,8,17,1,,,
2016-10-16,06:30,,,,,,,0.0
2016-10-16,07:00,,15,15,1,,,
2016-10-16,07:30,,,,,,,0.0
2016-10-16,08:00,,27,15,1,,,
2016-10-16,08:30,,,,,,,0.0
2016-10-16,09:00,,19,16,3,,,
2016-10-16,09:30,,,,,,,0.0
2016-10-16,10:00,,13,16,5,,,
2016-10-16,10:30,,,,,,,0.0
2016-10-16,11:00,,12,18,11,,,
2016-10-16,11:30,,,,,,,0.0
2016-10-16,12:00,,11,21,17,,,
2016-10-16,12:30,,,,,,,0.0
2016-10-16,13:00,,7,20,27,,,
2016-10-16,13:30,,,,,,,0.0
2016-10-16,14:00,,3,16,43,,,
2016-10-16,14:30,,,,,,,0.0
2016-10-16,15:00,,1,13,60,,,
2016-10-16,15:30,,,,,,,0.0
2016-10-16,16:00,,1,14,51,,,
2016-10-16,16:30,,,,,,,0.0
2016-10-16,17:00,,1,18,42,,,
2016-10-16,17:30,,,,,,,0.0
2016-10-16,18:00,,1,25,19,,,
2016-10-16,18:30,,,,,,,0.0
2016-10-16,19:00,,1,28,9,,,
2016-10-16,19:30,,,,,,,0.0
2016-10-16,20:00,,6,28,3,,,
2016-10-16,20:30,,,,,,,0.0
2016-10-16,21:00,,8,27,1,,,
2016-10-16,21:30,,,,,,,0.0
2016-10-16,22:00,,10,26,1,,,
2016-10-16,22:30,,,,,,,0.0
2016-10-16,23:00,,4,22,2,,,
2016-10-16,23:30,,,,,,,0.0
2016-10-17,00:00,,1,17,4,,,
2016-10-17,00:30,,,,,,,0.0
2016-10-17,01:00,,1,14,5,,,
2016-10-17,01:30,,,,,,,0.0
2016-10-17,02:00,,1,14,4,,,
2016-10-17,02:30,,,,,,,0.0
2016-10-17,03:00,,1,13,4,,,
2016-10-17,03:30,,,,,,,0.0
2016-10-17,04:00,,1,12,6,,,
2016-10-17,04:30,,,,,,,0.0
2016-10-17,05:00,,3,16,2,,,
2016-10-17,05:30,,,,,,,0.0
2016-10-17,06:00,,10,19,1,,,
2016-10-17,06:30,,,,,,,0.0
2016-10-17,07:00,,10,21,1,,,
2016-10-17,07:30,,,,,,,0.0
2016-10-17,08:00,,22,22,2,,,
2016-10-17,08:30,,,,,,,0.0
2016-10-17,09:00,,30,23,4,,,
2016-10-17,09:30,,,,,,,0.0
2016-10-17,10:00,,9,18,15,,,
2016-10-17,10:30,,,,,,,0.0
2016-10-17,11:00,,8,18,19,,,
2016-10-17,11:30,,,,,,,0.0
2016-10-17,12:00,,8,17,23,,,
2016-10-17,12:30,,,,,,,0.0
2016-10-17,13:00,,6,16,25,,,
2016-10-17,13:30,,,,,,,0.0
2016-10-17,14:00,,7,21,25,,,
2016-10-17,14:30,,,,,,,0.0
2016-10-17,15:00,,8,26,20,,,
2016-10-17,15:30,,,,,,,0.0
2016-10-17,16:00,,7,27,18,,,
2016-10-17,16:30,,,,,,,0.0
2016-10-17,17:00,,7,34,11,,,
2016-10-17,17:30,,,,,,,0.0
2016-10-17,18:00,,7,40,4,,,
2016-10-17,18:30,,,,,,,0.0
2016-10-17,19:00,,3,34,8,,,
2016-10-17,19:30,,,,,,,0.0
2016-10-17,20:00,,2,28,11,,,
2016-10-17,20:30,,,,,,,0.0
2016-10-17,21:00,,1,23,13,,,
2016-10-17,21:30,,,,,,,0.0
2016-10-17,22:00,,1,20,17,,,
2016-10-17,22:30,,,,,,,0.0
2016-10-17,23:00,,1,20,17,,,
2016-10-17,23:30,,,,,,,0.0
2016-10-18,00:00,,1,18,18,,,
2016-10-18,00:30,,,,,,,0.0
2016-10-18,01:00,,1,15,18,,,
2016-10-18,01:30,,,,,,,0.0
2016-10-18,02:00,,1,16,14,,,
2016-10-18,02:30,,,,,,,0.0
2016-10-18,03:00,,1,18,12,,,
2016-10-18,03:30,,,,,,,0.0
2016-10-18,04:00,,1,19,11,,,
2016-10-18,04:30,,,,,,,0.0
2016-10-18,05:00,,1,21,8,,,
2016-10-18,05:30,,,,,,,0.0
2016-10-18,06:00,,3,25,5,,,
2016-10-18,06:30,,,,,,,0.0
2016-10-18,07:00,,12,31,2,,,
2016-10-18,07:30,,,,,,,0.0
2016-10-18,08:00,,16,31,1,,,
2016-10-18,08:30,,,,,,,0.0
2016-10-18,09:00,,21,29,2,,,
2016-10-18,09:30,,,,,,,0.0
2016-10-18,10:00,,21,27,2,,,
2016-10-18,10:30,,,,,,,0.0
2016-10-18,11:00,,23,26,3,,,
2016-10-18,11:30,,,,,,,0.0
2016-10-18,12:00,,31,27,2,,,
2016-10-18,12:30,,,,,,,0.0
2016-10-18,13:00,,27,27,3,,,
2016-10-18,13:30,,,,,,,0.0
2016-10-18,14:00,,27,26,3,,,
2016-10-18,14:30,,,,,,,0.0
2016-10-18,15:00,,31,28,2,,,
2016-10-18,15:30,,,,,,,0.0
2016-10-18,16:00,,26,27,2,,,
2016-10-18,16:30,,,,,,,0.0
2016-10-18,17:00,,20,25,2,,,
2016-10-18,17:30,,,,,,,0.0
2016-10-18,18:00,,26,25,1,,,
2016-10-18,18:30,,,,,,,0.0
2016-10-18,19:00,,24,23,1,,,
2016-10-18,19:30,,,,,,,0.0
2016-10-18,20:00,,21,22,1,,,
2016-10-18,20:30,,,,,,,0.0
2016-10-18,21:00,,22,22,1,,,
2016-10-18,21:30,,,,,,,0.0
2016-10-18,22:00,,21,23,1,,,
2016-10-18,22:30,,,,,,,0.0
2016-10-18,23:00,,22,21,1,,,
2016-10-18,23:30,,,,,,,0.0
2016-10-19,00:00,,15,21,1,,,
2016-10-19,00:30,,,,,,,0.0
2016-10-19,01:00,,9,21,1,,,
2016-10-19,01:30,,,,,,,0.0
2016-10-19,02:00,,2,19,6,,,
2016-10-19,02:30,,,,,,,0.0
2016-10-19,03:00,,1,19,6,,,
2016-10-19,03:30,,,,,,,0.0
2016-10-19,04:00,,1,17,13,,,
2016-10-19,04:30,,,,,,,0.0
2016-10-19,05:00,,1,13,35,,,
2016-10-19,05:30,,,,,,,0.0
2016-10-19,06:00,,1,26,22,,,
2016-10-19,06:30,,,,,,,0.0
2016-10-19,07:00,,5,43,9,,,
2016-10-19,07:30,,,,,,,0.0
2016-10-19,08:00,,15,48,3,,,
2016-10-19,08:30,,,,,,,0.0
2016-10-19,09:00,,5,28,24,,,
2016-10-19,09:30,,,,,,,0.0
2016-10-19,10:00,,1,20,34,,,
2016-10-19,10:30,,,,,,,0.0
2016-10-19,11:00,,3,21,36,,,
2016-10-19,11:30,,,,,,,0.0
2016-10-19,12:00,,2,14,49,,,
2016-10-19,12:30,,,,,,,0.0
2016-10-19,13:00,,1,15,52,,,
2016-10-19,13:30,,,,,,,0.0
2016-10-19,14:00,,2,14,50,,,
2016-10-19,14:30,,,,,,,0.0
2016-10-19,15:00,,1,13,52,,,
2016-10-19,15:30,,,,,,,0.0
2016-10-19,16:00,,1,15,46,,,
2016-10-19,16:30,,,,,,,0.0
2016-10-19,17:00,,1,16,42,,,
2016-10-19,17:30,,,,,,,0.0
2016-10-19,18:00,,2,40,15,,,
2016-10-19,18:30,,,,,,,0.0
2016-10-19,19:00,,3,36,14,,,
2016-10-19,19:30,,,,,,,0.0
2016-10-19,20:00,,2,34,14,,,
2016-10-19,20:30,,,,,,,0.0
2016-10-19,21:00,,3,31,16,,,
2016-10-19,21:30,,,,,,,0.0
2016-10-19,22:00,,1,27,16,,,
2016-10-19,22:30,,,,,,,0.0
2016-10-19,23:00,,3,16,27,,,
2016-10-19,23:30,,,,,,,0.0
2016-10-20,00:00,,1,13,31,,,
2016-10-20,00:30,,,,,,,0.0
2016-10-20,01:00,,1,10,36,,,
2016-10-20,01:30,,,,,,,0.0
2016-10-20,02:00,,1,9,38,,,
2016-10-20,02:30,,,,,,,0.0
2016-10-20,03:00,,1,10,33,,,
2016-10-20,03:30,,,,,,,0.0
2016-10-20,04:00,,1,13,27,,,
2016-10-20,04:30,,,,,,,0.0
2016-10-20,05:00,,1,16,19,,,
2016-10-20,05:30,,,,,,,0.0
2016-10-20,06:00,,2,25,19,,,
2016-10-20,06:30,,,,,,,0.0
2016-10-20,07:00,,1,26,23,,,
2016-10-20,07:30,,,,,,,0.0
2016-10-20,08:00,,1,27,25,,,
2016-10-20,08:30,,,,,,,0.0
2016-10-20,09:00,,4,40,15,,,
2016-10-20,09:30,,,,,,,0.0
2016-10-20,10:00,,5,30,27,,,
2016-10-20,10:30,,,,,,,0.0
2016-10-20,11:00,,6,31,24,,,
2016-10-20,11:30,,,,,,,0.0
2016-10-20,12:00,,5,24,30,,,
2016-10-20,12:30,,,,,,,0.0
2016-10-20,13:00,,4,18,34,,,
2016-10-20,13:30,,,,,,,0.0
2016-10-20,14:00,,2,15,43,,,
2016-10-20,14:30,,,,,,,0.0
2016-10-20,15:00,,3,23,33,,,
2016-10-20,15:30,,,,,,,0.0
2016-10-20,16:00,,5,34,19,,,
2016-10-20,16:30,,,,,,,0.0
2016-10-20,17:00,,8,40,7,,,
2016-10-20,17:30,,,,,,,0.0
2016-10-20,18:00,,23,41,1,,,
2016-10-20,18:30,,,,,,,0.0
2016-10-20,19:00,,5,40,10,,,
2016-10-20,19:30,,,,,,,0.0
2016-10-20,20:00,,1,26,22,,,
2016-10-20,20:30,,,,,,,0.0
2016-10-20,21:00,,1,26,18,,,
2016-10-20,21:30,,,,,,,0.0
2016-10-20,22:00,,1,23,22,,,
2016-10-20,22:30,,,,,,,0.0
2016-10-20,23:00,,1,16,27,,,
2016-10-20,23:30,,,,,,,0.0
2016-10-21,00:00,,1,14,24,,,
2016-10-21,00:30,,,,,,,0.0
2016-10-21,01:00,,1,14,20,,,
2016-10-21,01:30,,,,,,,0.0
2016-10-21,02:00,,1,16,14,,,
2016-10-21,02:30,,,,,,,0.0
2016-10-21,03:00,,1,18,9,,,
2016-10-21,03:30,,,,,,,0.0
2016-10-21,04:00,,1,19,6,,,
2016-10-21,04:30,,,,,,,0.0
2016-10-21,05:00,,2,23,3,,,
2016-10-21,05:30,,,,,,,0.0
2016-10-21,06:00,,3,24,4,,,
2016-10-21,06:30,,,,,,,0.0
2016-10-21,07:00,,14,30,2,,,
2016-10-21,07:30,,,,,,,0.0
2016-10-21,08:00,,23,39,2,,,
2016-10-21,08:30,,,,,,,0.0
2016-10-21,09:00,,12,34,6,,,
2016-10-21,09:30,,,,,,,0.0
2016-10-21,10:00,,11,28,7,,,
2016-10-21,10:30,,,,,,,0.0
2016-10-21,11:00,,6,23,14,,,
2016-10-21,11:30,,,,,,,0.0
2016-10-21,12:00,,3,20,24,,,
2016-10-21,12:30,,,,,,,0.0
2016-10-21,13:00,,2,12,39,,,
2016-10-21,13:30,,,,,,,0.0
2016-10-21,14:00,,1,11,45,,,
2016-10-21,14:30,,,,,,,0.0
2016-10-21,15:00,,1,19,33,,,
2016-10-21,15:30,,,,,,,0.0
2016-10-21,16:00,,2,23,26,,,
2016-10-21,16:30,,,,,,,0.0
2016-10-21,17:00,,1,22,26,,,
2016-10-21,17:30,,,,,,,0.0
2016-10-21,18:00,,1,29,18,,,
2016-10-21,18:30,,,,,,,0.0
2016-10-21,19:00,,1,29,13,,,
2016-10-21,19:30,,,,,,,0.0
2016-10-21,20:00,,2,30,9,,,
2016-10-21,20:30,,,,,,,0.0
2016-10-21,21:00,,12,35,2,,,
2016-10-21,21:30,,,,,,,0.0
2016-10-21,22:00,,14,31,2,,,
2016-10-21,22:30,,,,,,,0.0
2016-10-21,23:00,,9,23,1,,,
2016-10-21,23:30,,,,,,,0.0
2016-10-22,00:00,,5,21,1,,,
2016-10-22,00:30,,,,,,,0.0
2016-10-22,01:00,,3,19,1,,,
2016-10-22,01:30,,,,,,,0.0
2016-10-22,02:00,,1,16,3,,,
2016-10-22,02:30,,,,,,,0.0
2016-10-22,03:00,,1,14,4,,,
2016-10-22,03:30,,,,,,,0.0
2016-10-22,04:00,,1,16,2,,,
2016-10-22,04:30,,,,,,,0.0
2016-10-22,05:00,,1,15,2,,,
2016-10-22,05:30,,,,,,,0.0
2016-10-22,06:00,,2,15,3,,,
2016-10-22,06:30,,,,,,,0.0
2016-10-22,07:00,,6,18,1,,,
2016-10-22,07:30,,,,,,,0.0
2016-10-22,08:00,,10,19,4,,,
2016-10-22,08:30,,,,,,,0.0
2016-10-22,09:00,,10,19,8,,,
2016-10-22,09:30,,,,,,,0.0
2016-10-22,10:00,,9,18,12,,,
2016-10-22,10:30,,,,,,,0.0
2016-10-22,11:00,,8,18,14,,,
2016-10-22,11:30,,,,,,,0.0
2016-10-22,12:00,,8,22,15,,,
2016-10-22,12:30,,,,,,,0.0
2016-10-22,13:00,,5,27,15,,,
2016-10-22,13:30,,,,,,,0.0
2016-10-22,14:00,,2,24,22,,,
2016-10-22,14:30,,,,,,,0.0
2016-10-22,15:00,,9,29,7,,,
2016-10-22,15:30,,,,,,,0.0
2016-10-22,16:00,,3,23,16,,,
2016-10-22,16:30,,,,,,,0.0
2016-10-22,17:00,,1,22,17,,,
2016-10-22,17:30,,,,,,,0.0
2016-10-22,18:00,,11,36,3,,,
2016-10-22,18:30,,,,,,,0.0
2016-10-22,19:00,,22,35,2,,,
2016-10-22,19:30,,,,,,,0.0
2016-10-22,20:00,,3,21,16,,,
2016-10-22,20:30,,,,,,,0.0
2016-10-22,21:00,,4,28,4,,,
2016-10-22,21:30,,,,,,,0.0
2016-10-22,22:00,,18,28,1,,,
2016-10-22,22:30,,,,,,,0.0
2016-10-22,23:00,,27,27,1,,,
2016-10-22,23:30,,,,,,,0.0
2016-10-23,00:00,,20,20,1,,,
2016-10-23,00:30,,,,,,,0.0
2016-10-23,01:00,,11,20,2,,,
2016-10-23,01:30,,,,,,,0.0
2016-10-23,02:00,,2,17,2,,,
2016-10-23,02:30,,,,,,,0.0
2016-10-23,03:00,,2,16,2,,,
2016-10-23,03:30,,,,,,,0.0
2016-10-23,04:00,,4,13,1,,,
2016-10-23,04:30,,,,,,,0.0
2016-10-23,05:00,,8,10,1,,,
2016-10-23,05:30,,,,,,,0.0
2016-10-23,06:00,,13,9,1,,,
2016-10-23,06:30,,,,,,,0.0
2016-10-23,07:00,,16,10,1,,,
2016-10-23,07:30,,,,,,,0.0
2016-10-23,08:00,,11,13,2,,,
2016-10-23,08:30,,,,,,,0.0
2016-10-23,09:00,,16,13,2,,,
2016-10-23,09:30,,,,,,,0.0
2016-10-23,10:00,,9,13,5,,,
2016-10-23,10:30,,,,,,,0.0
2016-10-23,11:00,,8,13,10,,,
